!	-10.5756239960474
安营扎寨	-14.4328387649806
安于现状	-14.4328387649806
安葬	-12.5870120744822
安置	-11.7028096571596
安装	-10.4880259367294
俺	-11.867889407519
俺们	-13.3342264763124
按	-8.14312319407156
按兵不动	-13.5855409045934
按部就班	-14.4328387649806
按劳分配	-15.5314510536487
按理	-12.9665016961871
按摩	-11.7702509379551
按钮	-10.7865189252854
按期	-13.1335557808503
按时	-11.639630755538
按说	-13.1335557808503
按图索骥	-14.8383038730887
按压	-14.4328387649806
按语	-14.1451566925288
按照	-9.26235476994241
按质论价	-15.5314510536487
暗	-9.40240084358812
暗暗	-10.9064782403644
暗堡	-13.5855409045934
暗藏	-12.7588623314089
暗沉沉	-14.8383038730887
暗处	-12.6982377095925
暗淡	-12.5357187800947
暗沟	-15.5314510536487
暗害	-15.5314510536487
暗号	-13.7396915844206
暗花	-15.5314510536487
暗箭	-14.4328387649806
暗箭伤人	-14.4328387649806
暗礁	-13.7396915844206
暗流	-15.5314510536487
暗昧	-15.5314510536487
暗器	-10.5478444319403
暗杀	-12.3125752287805
暗示	-11.0428146839165
暗室	-13.9220131412146
暗算	-11.7247885638783
暗锁	-15.5314510536487
暗探	-14.8383038730887
暗无天日	-14.8383038730887
暗喜	-14.8383038730887
暗箱	-14.8383038730887
暗想	-11.7028096571596
暗笑	-13.2288659606546
暗影	-14.1451566925288
暗中	-10.760766429183
暗中摸索	-15.5314510536487
暗自	-11.9479321151926
岸	-9.56787171003022
胺	-13.3342264763124
案	-10.046654120158
案板	-15.5314510536487
案犯	-14.4328387649806
案件	-11.4710080431022
案例	-12.0050905290325
案情	-13.0465444038607
案头	-13.5855409045934
案由	-14.8383038730887
案子	-11.9479321151926
肮脏	-13.3342264763124
昂	-11.1747422269591
昂贵	-11.7028096571596
昂然	-12.9665016961871
昂首	-12.5870120744822
昂首阔步	-14.8383038730887
盎	-11.8938648939223
凹	-11.2007177133623
凹面	-14.4328387649806
凹凸	-12.5357187800947
凹陷	-13.2288659606546
敖	-11.8425715995347
敖包	-13.5855409045934
熬	-11.8425715995347
熬夜	-14.1451566925288
翱	-14.4328387649806
翱翔	-13.4520095119688
袄	-12.7588623314089
傲	-11.8178789869444
傲骨	-15.5314510536487
傲慢	-11.9479321151926
傲气	-13.5855409045934
傲然	-13.3342264763124
傲视	-13.7396915844206
奥	-9.35975045623775
奥地利	-11.867889407519
奥林匹克	-11.639630755538
奥秘	-12.2733545156272
奥妙	-11.7247885638783
奥斯卡	-10.3839565768352
奥委会	-11.7702509379551
奥运	-11.5060993629135
奥运会	-11.1370018989762
懊	-14.8383038730887
懊悔	-13.3342264763124
懊恼	-13.9220131412146
懊丧	-13.2288659606546
澳	-10.3781594591509
澳大利亚	-9.92933223276897
澳门	-9.12953385692148
澳洲	-10.2431840229541
芭	-12.3533972233007
芭蕉	-13.9220131412146
芭蕉扇	-15.5314510536487
芭蕾	-11.867889407519
芭蕾舞	-12.0050905290325
捌	-15.5314510536487
扒	-11.5996254209243
扒手	-14.1451566925288
叭	-12.3959568377195
吧	-8.02102049727066
吧哒	-14.1451566925288
笆	-13.9220131412146
八	-7.58908881597433
八宝菜	-15.5314510536487
八宝山	-13.9220131412146
八度	-13.1335557808503
八哥	-14.1451566925288
八股	-13.7396915844206
八股文	-13.3342264763124
八国联军	-12.4869286159252
八角	-11.4205771894754
八节	-13.9220131412146
八廓街	-14.8383038730887
八路军	-11.187645631795
八面玲珑	-14.4328387649806
八面威风	-15.5314510536487
八旗	-12.0349434921822
八仙	-11.8425715995347
八仙过海	-15.5314510536487
八仙桌	-15.5314510536487
八一	-12.0349434921822
八月	-10.6187961679126
八字	-11.1370018989762
八卦	-10.9988515604954
八卦拳	-15.5314510536487
八卦掌	-15.5314510536487
八卦阵	-14.8383038730887
疤	-13.1335557808503
疤痕	-13.4520095119688
巴	-8.57300266035101
巴不得	-13.3342264763124
巴豆	-15.5314510536487
巴基斯坦	-12.8923937240334
巴结	-13.4520095119688
巴金	-12.7588623314089
巴勒斯坦	-15.5314510536487
巴黎	-10.6951691466972
巴拿马	-13.0465444038607
巴塞罗那	-15.5314510536487
巴士	-11.9761029921593
巴西	-11.4371064914266
巴县	-14.4328387649806
巴掌	-12.7588623314089
拔	-9.52509789404693
拔除	-13.1335557808503
拔地而起	-14.1451566925288
拔掉	-13.7396915844206
拔高	-13.4520095119688
拔河	-13.9220131412146
拔尖	-13.7396915844206
拔锚	-15.5314510536487
拔苗助长	-14.8383038730887
拔腿	-14.4328387649806
跋	-11.9479321151926
跋山涉水	-15.5314510536487
跋涉	-12.8234008525465
跋扈	-13.9220131412146
靶	-13.0465444038607
靶场	-14.1451566925288
靶机	-15.5314510536487
靶子	-14.8383038730887
把	-6.6280435337164
把柄	-12.8234008525465
把持	-12.6410792957525
把儿	-15.5314510536487
把关	-13.3342264763124
把门	-12.0050905290325
把式	-14.1451566925288
把手	-11.5060993629135
把守	-12.1992465434735
把头	-12.0050905290325
把握	-9.81442335224244
把戏	-12.6982377095925
把子	-14.1451566925288
耙	-13.4520095119688
耙子	-14.8383038730887
坝	-10.7031373163464
坝基	-15.5314510536487
坝址	-15.5314510536487
霸	-10.5141712168337
霸道	-12.9665016961871
霸权	-13.1335557808503
霸权主义	-14.8383038730887
霸王	-12.1641552236622
霸占	-13.0465444038607
霸主	-12.6410792957525
罢	-9.8177182481393
罢工	-12.8234008525465
罢官	-12.6982377095925
罢课	-15.5314510536487
罢了	-10.8401031714195
罢论	-15.5314510536487
罢免	-13.5855409045934
罢市	-13.9220131412146
罢手	-13.3342264763124
罢休	-13.5855409045934
爸	-11.7247885638783
爸爸	-10.1939129739473
白	-7.33198685603651
白皑皑	-15.5314510536487
白白	-12.3125752287805
白斑	-14.1451566925288
白班	-14.8383038730887
白布	-12.3125752287805
白菜	-13.3342264763124
白痴	-13.1335557808503
白炽灯	-13.9220131412146
白唇鹿	-15.5314510536487
白搭	-13.4520095119688
白带	-13.7396915844206
白地	-12.2733545156272
白点	-13.7396915844206
白丁	-15.5314510536487
白发	-12.5870120744822
白发苍苍	-13.7396915844206
白饭	-15.5314510536487
白匪	-15.5314510536487
白费	-13.3342264763124
白鸽	-13.7396915844206
白宫	-14.1451566925288
白骨	-12.8923937240334
白果	-15.5314510536487
白鹤	-13.0465444038607
白狐	-14.4328387649806
白花花	-15.5314510536487
白化病	-15.5314510536487
白话	-12.6982377095925
白话文	-13.7396915844206
白话文学	-14.4328387649806
白晃晃	-14.8383038730887
白灰	-14.4328387649806
白金	-12.3125752287805
白净	-13.7396915844206
白酒	-12.5357187800947
白开水	-14.1451566925288
白蜡	-15.5314510536487
白兰地	-12.8923937240334
白莲教	-12.9665016961871
白领	-13.2288659606546
白领阶层	-14.8383038730887
白露	-14.1451566925288
白马	-10.9881562713787
白茫茫	-14.1451566925288
白米	-13.7396915844206
白面	-13.7396915844206
白描	-13.2288659606546
白沫	-14.4328387649806
白木耳	-14.4328387649806
白皮书	-14.8383038730887
白皮松	-15.5314510536487
白旗	-13.4520095119688
白求恩	-13.3342264763124
白区	-15.5314510536487
白热化	-14.1451566925288
白人	-12.1302536719865
白刃战	-13.9220131412146
白日	-12.8923937240334
白日梦	-13.2288659606546
白色	-10.0020219661372
白色恐怖	-15.5314510536487
白食	-14.8383038730887
白手起家	-14.1451566925288
白薯	-12.9665016961871
白水	-11.9205331410044
白塔山	-14.8383038730887
白糖	-13.1335557808503
白天	-11.0096624765996
白天鹅	-14.4328387649806
白条	-14.4328387649806
白铁	-14.4328387649806
白铜	-14.8383038730887
白头翁	-14.4328387649806
白头偕老	-15.5314510536487
白兔	-12.8923937240334
白文	-12.6410792957525
白钨矿	-15.5314510536487
白癣	-15.5314510536487
白雪公主	-13.2288659606546
白血病	-14.4328387649806
白眼	-13.3342264763124
白杨	-13.4520095119688
白药	-14.4328387649806
白银	-11.8425715995347
白玉	-11.1006342548054
白云	-11.0541142391705
白纸	-12.1302536719865
白质	-14.8383038730887
白昼	-12.8923937240334
白字	-14.8383038730887
白族	-13.0465444038607
白垩纪	-15.5314510536487
白桦	-13.5855409045934
白鹇	-15.5314510536487
白鹭	-15.5314510536487
白鲢	-13.9220131412146
白鳍豚	-15.5314510536487
柏	-10.1287736717764
柏林	-11.0887997971584
柏树	-13.3342264763124
柏油	-13.7396915844206
百	-7.61610288438559
百般	-12.8923937240334
百般刁难	-14.8383038730887
百宝箱	-15.5314510536487
百出	-12.8923937240334
百发百中	-14.1451566925288
百分	-12.4404086002904
百分比	-13.2288659606546
百分点	-12.8923937240334
百分率	-15.5314510536487
百分之	-10.6639166031931
百分制	-15.5314510536487
百感交集	-14.4328387649806
百合	-13.3342264763124
百花齐放	-12.6410792957525
百花园	-14.4328387649806
百花争艳	-14.1451566925288
百货	-12.0657151508489
百货大楼	-14.8383038730887
百家争鸣	-12.6410792957525
百科全书	-12.2356141876443
百孔千疮	-15.5314510536487
百里挑一	-15.5314510536487
百灵	-11.4710080431022
百年	-10.0059981145169
百日维新	-14.1451566925288
百兽	-12.9665016961871
百万	-10.1378235072963
百无禁忌	-15.5314510536487
百无聊赖	-14.4328387649806
百姓	-9.72330856366822
百叶窗	-14.8383038730887
百依百顺	-14.4328387649806
百战百胜	-13.9220131412146
百战不殆	-14.8383038730887
百折不挠	-13.3342264763124
百褶裙	-14.4328387649806
摆	-9.76313005785489
摆布	-12.5357187800947
摆动	-12.4404086002904
摆渡	-15.5314510536487
摆放	-12.3959568377195
摆阔	-14.8383038730887
摆龙门阵	-14.8383038730887
摆弄	-13.1335557808503
摆谱	-14.8383038730887
摆设	-12.6982377095925
摆手	-13.1335557808503
摆摊	-15.5314510536487
摆脱	-10.760766429183
佰	-13.5855409045934
败	-9.40895824413428
败北	-12.7588623314089
败笔	-14.4328387649806
败坏	-12.8923937240334
败绩	-14.8383038730887
败家子	-15.5314510536487
败将	-13.7396915844206
败局	-13.5855409045934
败类	-13.9220131412146
败露	-13.5855409045934
败落	-13.5855409045934
败诉	-13.7396915844206
败仗	-13.4520095119688
败者	-12.5870120744822
败阵	-14.8383038730887
拜	-9.02716288011202
拜倒	-13.0465444038607
拜访	-11.6602500427408
拜会	-13.3342264763124
拜见	-12.2356141876443
拜年	-12.9665016961871
拜师	-12.1992465434735
拜寿	-13.4520095119688
拜托	-12.6982377095925
拜望	-15.5314510536487
稗	-12.4404086002904
稗子	-13.5855409045934
斑	-10.5342387798846
斑白	-14.1451566925288
斑驳	-13.9220131412146
斑点	-12.5870120744822
斑马	-14.4328387649806
斑纹	-15.5314510536487
斑竹	-13.2288659606546
斑鸠	-13.9220131412146
班	-9.26805279105704
班长	-12.5870120744822
班车	-12.0050905290325
班次	-14.4328387649806
班底	-13.7396915844206
班机	-13.1335557808503
班级	-12.7588623314089
班轮	-15.5314510536487
班门弄斧	-14.8383038730887
班主任	-13.1335557808503
班子	-11.867889407519
班禅	-12.3959568377195
搬	-10.3723957544341
搬动	-13.0465444038607
搬家	-12.8234008525465
搬进	-13.3342264763124
搬弄是非	-14.4328387649806
搬迁	-12.3533972233007
搬运	-12.3533972233007
扳	-10.9262808676606
扳机	-11.8938648939223
扳手	-13.7396915844206
般	-9.04376703516406
般配	-14.8383038730887
颁	-11.7472614197304
颁布	-11.357063783753
颁发	-10.8219208523363
颁奖	-11.2273859604445
颁行	-13.5855409045934
板	-9.17708101285132
板报	-14.4328387649806
板壁	-14.4328387649806
板材	-14.1451566925288
板车	-13.4520095119688
板床	-14.4328387649806
板凳	-12.8923937240334
板斧	-13.9220131412146
板块	-12.0349434921822
板栗	-14.8383038730887
板上钉钉	-15.5314510536487
板书	-14.8383038730887
板刷	-14.1451566925288
板鸭	-14.8383038730887
板牙	-15.5314510536487
板岩	-15.5314510536487
板眼	-15.5314510536487
板滞	-14.1451566925288
板子	-13.4520095119688
版	-9.09369940391227
版本	-10.3329540223828
版次	-14.8383038730887
版画	-11.2829558115993
版刻	-14.8383038730887
版面	-12.2356141876443
版权	-11.4371064914266
版式	-12.6982377095925
版税	-13.5855409045934
版图	-12.7588623314089
版心	-13.9220131412146
扮	-11.1006342548054
扮相	-14.4328387649806
扮演	-10.1153506514442
拌	-11.4043166686036
拌嘴	-13.9220131412146
伴	-10.2584514950849
伴儿	-15.5314510536487
伴郎	-15.5314510536487
伴侣	-11.9205331410044
伴娘	-14.8383038730887
伴随	-12.0657151508489
伴同	-15.5314510536487
伴舞	-13.9220131412146
伴游	-15.5314510536487
伴奏	-11.639630755538
瓣	-12.4404086002904
半	-8.35138117934587
半壁	-14.8383038730887
半壁河山	-14.8383038730887
半壁江山	-14.4328387649806
半边	-12.6410792957525
半边天	-13.9220131412146
半成品	-14.1451566925288
半岛	-11.0541142391705
半导体	-12.6410792957525
半道	-14.4328387649806
半吊子	-14.8383038730887
半封建	-14.4328387649806
半工半读	-14.8383038730887
半价	-13.2288659606546
半截	-12.2356141876443
半斤八两	-14.8383038730887
半径	-12.3959568377195
半旧	-15.5314510536487
半决赛	-12.0050905290325
半路	-12.5870120744822
半年	-10.3110952285703
半球	-13.0465444038607
半日	-11.7472614197304
半晌	-11.187645631795
半身不遂	-14.8383038730887
半身像	-14.8383038730887
半数	-12.4404086002904
半衰期	-15.5314510536487
半天	-10.8401031714195
半途而废	-14.4328387649806
半信半疑	-14.8383038730887
半夜	-11.5060993629135
半夜三更	-14.4328387649806
半音	-14.8383038730887
半圆	-13.0465444038607
半圆形	-12.9665016961871
半月刊	-13.4520095119688
半月形	-14.1451566925288
半殖民地	-12.6410792957525
半子	-15.5314510536487
半自动	-14.8383038730887
办	-8.77451866440111
办案	-12.6410792957525
办厂	-15.5314510536487
办到	-13.0465444038607
办法	-8.87858802429532
办公	-10.596977120518
办公室	-9.81113927704125
办公桌	-13.2288659606546
办理	-9.41776887381643
办事	-10.7865189252854
办事处	-11.5611591400965
办学	-12.0974638491635
绊	-12.8234008525465
绊倒	-14.8383038730887
绊脚石	-15.5314510536487
绊马索	-14.8383038730887
邦	-9.86502436553623
邦交	-14.4328387649806
邦联	-15.5314510536487
帮	-8.89681769578698
帮工	-13.9220131412146
帮会	-12.8234008525465
帮忙	-10.9671028621808
帮派	-12.5357187800947
帮腔	-15.5314510536487
帮手	-12.1302536719865
帮凶	-13.5855409045934
帮助	-8.89419302236421
帮子	-14.8383038730887
梆	-15.5314510536487
梆子	-13.4520095119688
梆子腔	-12.8234008525465
榜	-10.7031373163464
榜上无名	-15.5314510536487
榜上有名	-14.1451566925288
榜首	-13.1335557808503
榜文	-13.9220131412146
榜样	-12.3125752287805
膀	-13.2288659606546
膀大腰圆	-15.5314510536487
膀子	-14.4328387649806
膀胱	-13.2288659606546
绑	-11.0541142391705
绑匪	-15.5314510536487
绑架	-12.2733545156272
棒	-10.4688560206217
棒球	-12.6410792957525
棒子	-13.5855409045934
棒槌	-14.1451566925288
磅	-11.6813034519386
蚌	-12.1641552236622
蚌埠	-13.7396915844206
镑	-13.2288659606546
傍	-11.4205771894754
傍晚	-10.9988515604954
谤	-13.4520095119688
苞	-12.5357187800947
苞谷	-15.5314510536487
胞	-13.1335557808503
胞弟	-14.4328387649806
胞兄	-13.9220131412146
包	-9.26614984091096
包办	-13.1335557808503
包背装	-13.7396915844206
包庇	-14.1451566925288
包产	-13.9220131412146
包抄	-14.8383038730887
包车	-12.4404086002904
包袱	-11.5611591400965
包干	-15.5314510536487
包钢	-15.5314510536487
包工	-15.5314510536487
包公	-13.5855409045934
包谷	-14.1451566925288
包管	-14.4328387649806
包裹	-11.2973445490514
包含	-10.2950090908187
包涵	-14.1451566925288
包金	-14.1451566925288
包括	-8.23300595214052
包揽	-12.9665016961871
包罗万象	-13.4520095119688
包皮	-14.8383038730887
包票	-15.5314510536487
包容	-11.2409916125003
包头	-12.3959568377195
包围	-10.8129521823536
包围圈	-13.0465444038607
包厢	-14.1451566925288
包销	-15.5314510536487
包扎	-13.1335557808503
包装	-10.9671028621808
包子	-13.7396915844206
包租	-13.3342264763124
褒	-12.0974638491635
褒贬	-13.4520095119688
褒奖	-13.4520095119688
褒扬	-14.4328387649806
褒义	-14.8383038730887
剥	-11.4371064914266
剥夺	-12.2356141876443
剥离	-13.9220131412146
剥落	-13.1335557808503
剥蚀	-14.1451566925288
剥削	-11.2139629401124
薄	-9.87896187338002
薄板	-14.1451566925288
薄冰	-14.8383038730887
薄饼	-14.8383038730887
薄地	-14.4328387649806
薄荷	-13.7396915844206
薄厚	-13.9220131412146
薄礼	-14.1451566925288
薄利	-15.5314510536487
薄利多销	-15.5314510536487
薄膜	-13.3342264763124
薄片	-14.4328387649806
薄情	-14.1451566925288
薄弱	-11.3883163272571
薄雾	-13.9220131412146
薄纸	-13.5855409045934
雹	-13.9220131412146
保	-9.17187718497629
保安	-11.1126104458521
保安队	-14.4328387649806
保藏	-14.8383038730887
保长	-14.4328387649806
保持	-9.14794441876466
保存	-9.81113927704125
保单	-12.9665016961871
保定	-11.4883997858141
保管	-11.4539136097429
保管员	-15.5314510536487
保护	-8.43472967515391
保护人	-14.1451566925288
保护伞	-15.5314510536487
保皇派	-14.8383038730887
保家卫国	-14.4328387649806
保加利亚	-12.8234008525465
保甲	-13.9220131412146
保驾	-15.5314510536487
保荐	-14.8383038730887
保健	-11.3417963116222
保健操	-15.5314510536487
保洁	-15.5314510536487
保举	-14.1451566925288
保龄球	-12.6410792957525
保留	-10.289704038589
保留剧目	-14.1451566925288
保密	-11.4710080431022
保密性	-15.5314510536487
保苗	-15.5314510536487
保姆	-14.4328387649806
保暖	-12.5870120744822
保全	-12.5870120744822
保人	-11.7247885638783
保守	-11.5996254209243
保守党	-15.5314510536487
保守派	-14.4328387649806
保送	-12.9665016961871
保卫	-10.9988515604954
保温	-12.7588623314089
保鲜	-13.0465444038607
保险	-9.6706648301828
保险柜	-13.9220131412146
保险丝	-13.5855409045934
保险箱	-13.7396915844206
保修	-13.9220131412146
保养	-11.5611591400965
保佑	-11.9479321151926
保育员	-14.8383038730887
保障	-10.2844269814882
保证	-9.32286102755204
保证金	-12.1641552236622
保证人	-12.0974638491635
保证书	-13.2288659606546
保值	-13.1335557808503
保重	-12.9665016961871
保镖	-13.2288659606546
堡	-10.4880259367294
堡垒	-12.2733545156272
饱	-10.760766429183
饱和	-13.7396915844206
饱和点	-15.5314510536487
饱和度	-14.8383038730887
饱满	-12.0349434921822
饱食终日	-14.4328387649806
饱眼福	-13.7396915844206
